Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
DMRC,2,0,-229.95,1,223.83,0,-330.52,1,153.1,0.0,-40.32,0.0,-85.76
DOMO,1,0,-48.81,0,-42.63,0,-6.99,0,-30.57,0.0,-29.04,0.0,-43.66
DOMO,2,1,1.97,0,-14.43,1,2.12,0,-31.41,0.0,-74.03,0.0,-704.57
DOOO,1,2,1596.29,0,-19.72,2,12682.14,0,-13.17,0.0,-61.5,2.0,755.63
DOOO,2,1,114.61,1,455.15,1,101.17,1,163.65,1.0,152.32,0.0,-173.37
DORM,1,0,-90.64,2,242.19,0,-99.31,2,465.19,0.0,-96.78,2.0,179.6
DORM,2,1,608.63,0,-319.61,1,403.78,0,-76.79,1.0,479.85,0.0,-227.75
DOX,1,2,372.03,0,-135.81,2,21.46,0,-28.11,2.0,826.71,0.0,-82.91
DOX,2,1,126.73,1,164.19,1,226.09,1,1.08,1.0,412.91,1.0,344.65
DOYU,1,0,-485.17,0,-79.32,0,-84.85,2,5.87,0.0,-361.94,,
DOYU,2,0,-74.17,1,3489.36,0,-3.16,0,-32.84,0.0,-27.28,,
DRIO,1,0,-25.49,2,36.12,2,98.19,0,-94.82,0.0,-92.22,0.0,-6.74
DRIO,2,0,-152.89,0,-89.62,1,198.77,0,-49.06,0.0,-733.68,0.0,-143.15
DRNA,1,0,-122.01,0,-55.28,0,-177.77,2,104.62,0.0,-111.82,0.0,-36.4
DRNA,2,0,-30.58,0,-765.13,1,10.39,0,-42.55,0.0,-15.89,0.0,-82.23
DRRX,1,0,-132.84,0,-91.38,0,-110.78,2,219.99,0.0,-171.43,0.0,-94.23
DRRX,2,1,110.91,0,-563.21,1,1222.95,0,-130.58,1.0,459.98,0.0,-389.86
DSGX,1,2,1893.33,2,30.95,2,904.88,2,15.8,2.0,425.1,0.0,-12.53
DSGX,2,0,-188.24,0,-13.52,1,166.13,0,-3.81,0.0,-42.31,1.0,10.78
DSKE,1,0,-353.29,0,-191.99,0,-256.2,0,-312.11,0.0,-102.37,2.0,103.42
DSKE,2,1,129.69,0,-87.8,1,168.16,0,-91.52,1.0,2482.19,0.0,-2184.75
DSPG,1,2,420.95,0,-162.3,2,375.89,0,-1873.33,0.0,-58.33,0.0,-980.11
DSPG,2,0,-791.57,1,951.16,0,-2502.94,1,102.56,0.0,-9.99,0.0,-24.45
DTEA,1,2,169.13,2,225.23,2,148.55,0,-52.29,2.0,360.52,0.0,-46.56
DTEA,2,0,-30.86,0,-678.38,0,-49.13,0,-235.22,1.0,116.15,0.0,-95.42
DTIL,1,2,789.15,2,53.8,2,789.15,2,53.8,0.0,-2.46,,
DTIL,2,0,-1258.9,1,996.17,0,-1258.9,1,996.17,0.0,-88.85,,
DUO,1,0,-59.29,2,136.17,0,-93.55,2,114.65,,,,
DUO,2,1,288.23,0,-62.86,1,331.15,1,22.95,,,,
DVAX,1,2,388.72,2,325.96,0,-88.64,0,-90.24,2.0,285.96,0.0,-317.85
DVAX,2,1,158.29,0,-158.11,1,632.98,0,-86.31,0.0,-71.7,0.0,-62.6
DWSN,1,0,-5341.62,0,-66.51,0,-189.39,0,-257.89,0.0,-1400.0,0.0,-62.58
DWSN,2,0,-100.75,0,-23.71,0,-250.5,0,-111.07,0.0,-56.9,0.0,-37.35
DXCM,1,0,-13.02,0,-7.17,2,24.93,0,-29.11,2.0,665.42,2.0,104.09
DXCM,2,1,84.2,1,15.47,0,-5.72,0,-1.15,0.0,-59.49,1.0,218.96
DXPE,1,0,-29.16,0,-79.75,0,-24.65,0,-79.86,0.0,-2714.49,0.0,-99.05
DXPE,2,0,-335.6,1,771.87,0,-980.75,1,347.31,0.0,-138.71,1.0,20.94
DXYN,1,2,329.81,0,-71.44,2,268.27,0,-317.78,2.0,170.0,2.0,235.11
DXYN,2,0,-92.57,0,-287.48,0,-131.32,0,-147.62,0.0,-44.64,0.0,-63.46
DYAI,1,2,167.64,0,-107.19,0,-131.07,0,-57.96,0.0,-60.0,0.0,-76.19
DYAI,2,0,-207.62,1,12352.82,1,343.62,1,153.62,0.0,-74.95,0.0,-566.67
DYNT,1,0,-108.17,0,-247.95,0,-102.75,0,-409.76,0.0,-39.47,0.0,-65.62
DYNT,2,1,374.38,0,-107.89,1,221.33,0,-103.58,0.0,-7.4,0.0,-1.07
DZSI,1,0,-93.85,0,-144.73,0,-116.9,0,-123.36,0.0,-100.0,0.0,-454.11
DZSI,2,0,-61.26,1,3.41,0,-31.62,0,-39.06,0.0,-330.92,1.0,35.67
EA,1,2,191.58,2,335.07,2,314.83,2,405.67,2.0,128.81,2.0,69870.0
EA,2,0,-651.27,0,-172.51,0,-506.74,0,-161.59,0.0,-219.18,0.0,-103.55
EAST,1,0,-97.28,0,-0.2,0,-35.12,2,14.99,0.0,-41.55,0.0,-349.29
EAST,2,1,614.46,1,658.64,1,281.48,1,464.3,0.0,-29.29,0.0,-92.56
EBAY,1,2,122.41,2,1140.1,2,33.11,2,11931.25,2.0,556.77,2.0,1638.3
EBAY,2,1,187.94,0,-86.29,1,266.5,0,-98.76,0.0,-86.34,0.0,-104.9
EBIX,1,2,143.39,0,-65.47,2,300.42,0,-54.79,2.0,185.25,2.0,202.59
EBIX,2,0,-66.52,1,304.9,0,-239.26,1,67.03,0.0,-143.82,0.0,-164.02
EBMT,1,0,-177.57,2,3.74,0,-177.57,2,3.74,0.0,-74.88,2.0,1160.77
EBMT,2,0,-66.91,1,329.38,0,-66.91,1,329.38,0.0,-12.36,0.0,-67.68
EBSB,1,2,411.06,0,-119.62,2,411.06,0,-119.62,0.0,-108.17,0.0,-22.65
EBSB,2,0,-136.16,1,737.5,0,-136.16,1,737.5,1.0,236.0,1.0,11.93
EBTC,1,0,-80.11,0,-71.66,0,-80.11,0,-71.66,0.0,-46.33,0.0,-63.73
EBTC,2,0,-66.26,1,72.09,0,-66.26,1,72.09,1.0,248.65,1.0,2150.64
ECHO,1,2,1.42,2,122.77,0,-73.56,2,243.1,0.0,-89.51,2.0,119.51
ECHO,2,1,780.68,0,-134.06,1,621.09,0,-140.85,1.0,303.34,0.0,-136.15
ECPG,1,0,-0.57,2,5.43,0,-0.57,2,5.43,0.0,-45.19,0.0,-19.02
ECPG,2,0,-111.08,0,-57.7,0,-111.08,0,-57.7,0.0,-104.32,1.0,8.27
EDAP,1,0,-118.6,2,64.54,0,-89.19,2,49.38,0.0,-275.0,2.0,1500.0
EDAP,2,1,201.37,1,246.39,1,158.78,1,3146.67,0.0,-19.99,0.0,-56.25
EDIT,1,0,-202.07,0,-60.35,0,-116.89,2,1057.52,0.0,-816.65,0.0,-73.9
EDIT,2,1,766.17,0,-94.82,1,451.83,0,-126.92,1.0,439.46,0.0,-31.13
EDRY,1,0,-101.45,0,-2592.02,0,-108.14,0,-263.93,2.0,275.06,0.0,-35.03
EDRY,2,1,1587.23,0,-95.73,1,434.16,0,-60.39,0.0,-83.36,0.0,-1186.17
EDUC,1,0,-77.78,0,-195.75,0,-76.87,0,-180.0,0.0,-100.0,0.0,-160.43
EDUC,2,0,-42.09,1,297.9,0,-39.13,1,21.51,0.0,-57.03,0.0,-67.95
EEFT,1,0,-108.56,0,-273.76,0,-75.38,0,-215.44,0.0,-41.18,0.0,-309.79
EEFT,2,1,313.61,0,-18.27,1,369.2,0,-33.28,1.0,102.38,0.0,-2.73
EFOI,1,0,-91.84,0,-44.2,2,765.79,0,-240.53,0.0,-87.2,0.0,-5.25
EFOI,2,1,284.44,0,-21.42,0,-265.83,0,-75.65,0.0,-854.26,0.0,-42.0
EFSC,1,2,531.48,0,-130.58,2,531.48,0,-130.58,2.0,147.04,0.0,-204.38
EFSC,2,0,-42.71,1,135.99,0,-42.71,1,135.99,1.0,28.55,0.0,-108.6
EGAN,1,0,-79.54,0,-16.33,2,423.53,0,-15.32,0.0,-16.65,0.0,-78.57
EGAN,2,0,-66.22,1,211.93,0,-95.38,1,81.92,0.0,-185.72,1.0,540.01
EGBN,1,0,-126.34,0,-380.92,0,-126.34,0,-380.92,0.0,-112.96,0.0,-55.99
EGBN,2,1,310.66,0,-80.23,1,310.66,0,-80.23,1.0,47.78,0.0,-110.57
EGLE,1,2,389.83,0,-138.6,2,182.31,0,-118.44,0.0,-90.35,0.0,-307.41
EGLE,2,0,-585.24,0,-95.33,0,-663.95,0,-65.68,0.0,-577.57,1.0,236.47
EGRX,1,0,-104.7,2,150.23,0,-100.1,0,-49.45,2.0,3028.82,0.0,-43.17
EGRX,2,1,228.83,0,-30.89,1,314.77,0,-17.31,0.0,-75.04,0.0,-5.93
EHTH,1,2,3233.07,0,-85.24,2,3293.89,0,-85.07,2.0,254.76,0.0,-100.14
EHTH,2,1,139.04,1,220.61,1,137.52,1,218.54,0.0,-61.54,1.0,27505.54
EIGI,1,2,21.15,2,216.95,0,-17.28,0,-79.29,0.0,-73.33,0.0,-485.17
EIGI,2,0,-83.28,0,-88.34,1,145.45,0,-4.48,1.0,287.5,1.0,348.33
EKSO,1,0,-156.66,0,-143.95,0,-179.4,0,-258.61,2.0,1406.93,0.0,-79.49
EKSO,2,0,-54.94,0,-47.38,0,-48.43,0,-57.85,0.0,-69.61,0.0,-33.2
ELTK,1,0,-175.28,2,37.21,2,232.33,0,-30.39,0.0,-137.5,2.0,824.07
ELTK,2,0,-77.35,1,280.94,0,-159.46,1,131.13,0.0,-33.34,0.0,-43.97
ELYS,1,2,353.28,0,-185.33,2,292.96,0,-94.3,0.0,-97.14,0.0,-93.03
ELYS,2,0,-110.68,0,-83.77,0,-1830.4,0,-67.38,0.0,-2138.24,0.0,-1433.33
EMKR,1,0,-97.53,2,736.01,0,-101.35,2,1264.58,0.0,-4.76,0.0,-19.85
EMKR,2,0,-18.95,1,115.17,1,60.41,1,106.33,1.0,324.99,0.0,-67.59
EML,1,2,239.05,0,-64.58,2,237.66,0,-49.29,2.0,257.37,0.0,-104.36
EML,2,0,-40.82,0,-62.78,0,-410.1,0,-69.62,0.0,-288.75,1.0,624.31
ENDP,1,2,396.36,2,354.65,2,357.5,0,-64.86,2.0,133.49,2.0,339.32
ENDP,2,0,-57.74,0,-55.54,0,-52.63,0,-92.62,0.0,-734.52,0.0,-20.2
ENPH,1,0,-70.53,0,-58.01,2,14.65,0,-75.34,0.0,-44.48,0.0,-102.02
ENPH,2,1,340.6,1,95.94,1,208.4,1,830.06,1.0,198.68,1.0,1546.39
ENTA,1,2,28.62,0,-5742.03,2,28.62,0,-5742.03,0.0,-31.19,0.0,-398.49
ENTA,2,1,182.22,0,-100.68,1,182.22,0,-100.68,0.0,-23.74,0.0,-112.92
ENTG,1,0,-77.45,2,2058.7,2,4.68,2,543.51,0.0,-46.13,2.0,45.63
ENTG,2,0,-21.57,0,-105.05,0,-16.91,0,-83.09,1.0,44.01,0.0,-94.29
EPAY,1,0,-34.23,0,-31.0,2,108.97,0,-32.11,0.0,-1149.96,0.0,-4591.85
EPAY,2,1,469.42,0,-52.38,1,262.5,0,-44.72,1.0,287.02,0.0,-103.28
EPSN,1,0,-380.59,0,-202.94,0,-221.55,0,-166.16,0.0,-83.33,,
EPSN,2,0,-70.52,0,-20.48,0,-53.04,1,75.69,0.0,-242.86,,
EPZM,1,0,-211.5,0,-73.1,2,202.72,0,-448.86,0.0,-251.64,0.0,-52.74
EPZM,2,0,-128.28,0,-88.51,0,-45.8,0,-91.73,0.0,-62.35,0.0,-42.13
EQBK,1,0,-81.39,0,-96.92,0,-81.39,0,-96.92,0.0,-14936.37,0.0,-172.14
EQBK,2,1,1016.02,0,-113.64,1,1016.02,0,-113.64,1.0,142.96,0.0,-20.74
EQIX,1,0,-112.69,2,14.31,0,-41.46,2,17.14,0.0,-47.33,0.0,-196.36
EQIX,2,1,434.24,0,-55.57,1,685.71,0,-56.97,0.0,-606.11,0.0,-39.69
ERIC,1,0,-18.78,0,-26.63,2,518.48,0,-70.66,2.0,774.74,2.0,447.64
ERIC,2,1,208.91,0,-62.3,0,-70.88,1,192.11,1.0,128.58,1.0,259.55
ERIE,1,0,-686.96,0,-242.44,0,-1153.7,0,-40.1,0.0,-434.3,0.0,-174.45
ERIE,2,0,-14.02,0,-79.77,0,-108.27,0,-90.22,0.0,-77.09,0.0,-78.56
ERII,1,0,-134.66,2,33.97,0,-136.28,2,114.12,0.0,-102.3,0.0,-347.52
ERII,2,1,2257.32,0,-48.25,1,877.19,0,-60.32,1.0,1833.33,0.0,-94.29
ESBK,1,2,330.91,2,828.35,2,330.91,2,828.35,2.0,137.23,0.0,-2017.07
ESBK,2,1,481.19,0,-27.43,1,481.19,0,-27.43,0.0,-239.54,0.0,-132.54
ESCA,1,0,-2057.72,2,1392.58,0,-35.22,2,1802.95,0.0,-400.79,2.0,509.05
ESCA,2,0,-99.04,0,-972.06,0,-105.27,1,407.95,0.0,-95.12,0.0,-247.08
ESEA,1,2,296.88,2,215.21,0,-72.65,2,104.06,0.0,-153.33,2.0,894.04
ESEA,2,0,-77.19,0,-68.79,0,-29.91,0,-63.78,0.0,-1137.62,0.0,-77.78
ESGR,1,2,218.71,2,924.46,2,182.78,2,968.97,0.0,-109.08,2.0,521.35
ESGR,2,0,-110.81,0,-2167.21,0,-108.05,0,-662.18,1.0,167.54,0.0,-971.71
ESLT,1,2,289.54,2,260.1,2,558.44,2,147.4,0.0,-301.56,2.0,156.32
ESLT,2,0,-79.21,1,1.28,1,104.07,1,150.69,1.0,74.52,0.0,-1611.11
ESSA,1,0,-146.24,2,380.0,0,-146.24,2,380.0,2.0,614.44,0.0,-81.59
ESSA,2,1,1951.82,0,-51.92,1,1951.82,0,-51.92,0.0,-122.28,1.0,841.33
ETSY,1,2,827.95,2,300.49,2,593.21,2,211.75,2.0,913.94,2.0,932.74
ETSY,2,0,-96.27,0,-22.33,0,-93.98,0,-3.42,0.0,-101.03,1.0,338.97
EVBG,1,0,-29.66,0,-0.0,0,-32.04,0,-4.35,0.0,-2.8,0.0,-97.69
EVBG,2,0,-54.02,0,-1.86,0,-18.27,0,-10.72,0.0,-74.33,0.0,-4419.05
EVER,1,0,-46.1,0,-25.73,0,-45.47,0,-24.62,0.0,-80.0,0.0,-132.78
EVER,2,1,532.02,1,91.29,1,496.54,1,78.02,0.0,-300.0,0.0,-96.91
EVK,1,2,743.3,0,-326.64,2,520.18,0,-284.09,2.0,454.84,0.0,-2389.92
EVK,2,0,-82.12,0,-28.9,0,-67.91,1,35.62,0.0,-87.56,0.0,-104.32
EWBC,1,0,-70.82,0,-414.29,0,-70.82,0,-414.29,0.0,-95.53,0.0,-233.65
EWBC,2,1,278.99,0,-67.73,1,278.99,0,-67.73,1.0,300.0,0.0,-110.77
EXAS,1,0,-73.46,0,-24.0,0,-72.63,0,-24.38,0.0,-36.8,0.0,-1305.79
EXAS,2,1,326.65,1,19.08,1,328.55,1,30.99,0.0,-728.62,0.0,-24.3
EXC,1,0,-146.99,0,-185.66,0,-140.03,0,-5.14,0.0,-628.12,0.0,-173.16
EXC,2,1,323.56,1,315.93,1,228.29,0,-159.36,0.0,-67.69,1.0,194.62
EXEL,1,2,258.08,0,-85.19,2,254.11,0,-84.72,2.0,228.71,0.0,-21.99
EXEL,2,0,-174.32,0,-85.42,0,-176.24,0,-84.95,0.0,-469.05,0.0,-115.34
EXFO,1,2,11471.43,0,-591.87,0,-80.12,0,-215.55,2.0,185.71,0.0,-297.21
EXFO,2,0,-100.33,0,-78.12,0,-65.85,0,-40.41,0.0,-257.58,0.0,-93.18
EXLS,1,0,-73.25,0,-103.17,0,-60.55,0,-127.08,0.0,-89.07,2.0,61.12
EXLS,2,1,267.89,1,8.33,1,187.24,0,-22.65,1.0,443.48,1.0,23.08
EXPD,1,2,651.52,2,768.98,2,736.53,2,5060.87,0.0,-2.55,2.0,874.52
EXPD,2,0,-95.39,0,-116.09,0,-112.58,0,-97.38,0.0,-94.86,0.0,-108.82
EXPE,1,0,-108.17,0,-1060.98,0,-123.43,0,-856.91,0.0,-17.71,0.0,-1529.2
EXPE,2,1,705.69,0,-47.01,1,322.8,0,-34.95,0.0,-67.71,1.0,344.84
EXPO,1,0,-118.17,0,-2675.0,0,-36.04,0,-132.05,2.0,112.71,0.0,-91.29
EXPO,2,1,195.39,0,-101.65,1,153.91,1,36.68,1.0,126.35,0.0,-79.32
EXTR,1,0,-68.24,0,-251.76,0,-71.52,0,-472.09,0.0,-16.89,0.0,-723.95
EXTR,2,1,46.72,0,-94.91,1,227.87,0,-97.92,0.0,-19.01,0.0,-97.62
EYE,1,0,-98.41,0,-99.3,0,-97.3,0,-105.98,2.0,131.59,2.0,158.33
EYE,2,1,347.99,0,-0.17,1,294.15,1,3.83,0.0,-498.81,0.0,-127.96
EZPW,1,2,270.33,0,-441.04,2,132.77,0,-166.67,2.0,137.2,0.0,-2691.6
EZPW,2,0,-37.78,0,-74.65,0,-253.25,0,-49.65,0.0,-269.98,0.0,-1227.07
FANG,1,0,-91.5,0,-144.66,0,-90.25,0,-139.27,0.0,-37.16,0.0,-2401.1
FANG,2,1,295.05,1,1.21,1,230.92,0,-8.98,0.0,-93.15,0.0,-229.45
FANH,1,0,-118.35,0,-7.49,0,-135.88,2,144.77,0.0,-116.48,0.0,-344.93
FANH,2,1,179.03,1,72.83,1,176.78,0,-10885.71,0.0,-3.05,0.0,-87.07
FARM,1,0,-61.33,0,-67.74,0,-62.37,0,-807.43,0.0,-417.77,0.0,-83.0
FARM,2,1,174.88,0,-224.11,1,153.64,0,-114.57,0.0,-55.27,0.0,-60.13
FARO,1,2,55.74,0,-405.64,2,86.96,0,-276.94,2.0,1632.97,2.0,107.58
FARO,2,1,175.04,0,-141.62,1,170.5,0,-145.82,0.0,-63.04,0.0,-1100.89
FAST,1,0,-26.41,0,-57.2,0,-38.33,0,-20.75,0.0,-10.61,2.0,49.25
FAST,2,0,-184.62,0,-55.33,0,-161.02,0,-43.32,0.0,-147.6,0.0,-82.77
FATE,1,0,-97.59,0,-55.92,2,188.04,2,55.07,0.0,-92.2,0.0,-118.13
FATE,2,0,-56.14,0,-27.62,0,-67.35,1,711.66,0.0,-361.08,0.0,-26.03
FB,1,2,98.71,0,-20.43,2,106.51,0,-18.83,0.0,-15.35,2.0,477.95
FB,2,1,300.74,0,-23.21,1,177.8,0,-28.76,1.0,861.22,0.0,-137.23
FBMS,1,2,151.12,0,-72.76,2,151.12,0,-72.76,0.0,-138.19,2.0,24.94
FBMS,2,0,-80.27,0,-2.82,0,-80.27,0,-2.82,1.0,331.72,1.0,256.83
FBNC,1,0,-77.92,0,-346.32,0,-77.92,0,-346.32,0.0,-97.24,0.0,-412.71
FBNC,2,1,374.84,0,-94.93,1,374.84,0,-94.93,1.0,561.16,0.0,-95.43
FBSS,1,2,112.42,0,-85.78,2,112.42,0,-85.78,0.0,-117.62,0.0,-92.36
FBSS,2,1,261.02,0,-60.02,1,261.02,0,-60.02,1.0,213.53,1.0,545.48
FCAP,1,0,-109.29,0,-119.44,0,-109.29,0,-119.44,0.0,-22.31,0.0,-52.31
FCAP,2,1,295.68,1,117.09,1,295.68,1,117.09,1.0,226.96,1.0,175.85
FCBC,1,2,1336.44,2,676.35,2,1336.44,2,676.35,0.0,-52.31,0.0,-82.42
FCBC,2,1,116.21,0,-137.66,1,116.21,0,-137.66,1.0,115.67,1.0,657.4
FCBP,1,2,23.49,0,-91.81,2,23.49,0,-91.81,2.0,43.25,0.0,-27.77
FCBP,2,1,131.2,0,-8.76,1,131.2,0,-8.76,1.0,208.97,1.0,548.23
FCCO,1,2,65.28,0,-63.04,2,65.28,0,-63.04,0.0,-33.32,0.0,-100.0
FCCO,2,1,20.33,0,-66.26,1,20.33,0,-66.26,1.0,171.14,1.0,587.92
FCFS,1,2,225.63,0,-297.19,2,170.02,0,-366.74,2.0,391.42,0.0,-379.71
FCFS,2,0,-34.6,1,163.05,0,-11.2,1,7716.67,0.0,-104.49,0.0,-14.19
FCNCA,1,2,176.1,0,-26.04,2,176.1,0,-26.04,0.0,-12.45,0.0,-29.96
FCNCA,2,0,-109.65,0,-11.26,0,-109.65,0,-11.26,0.0,-102.84,1.0,88.17
FCRD,1,2,138.08,0,-43.68,2,138.08,0,-43.68,0.0,-83.53,0.0,-340.65
FCRD,2,0,-51.77,0,-118.63,0,-51.77,0,-118.63,1.0,135.33,0.0,-77.34
FDBC,1,0,-86.02,2,357.69,0,-86.02,2,357.69,2.0,2126.95,0.0,-81.68
FDBC,2,1,190.78,0,-27.8,1,190.78,0,-27.8,0.0,-3189.01,1.0,113.07
FDUS,1,2,284.44,2,1068.54,2,284.44,2,1068.54,0.0,-73.87,0.0,-1685.35
FDUS,2,1,40.0,0,-92.18,1,40.0,0,-92.18,1.0,21.22,0.0,-124.69
FEIM,1,0,-98.84,0,-130.9,0,-69.75,0,-163.03,2.0,357.45,0.0,-226.89
FEIM,2,1,2564.06,1,480.43,1,318.8,1,217.94,0.0,-2.71,0.0,-76.97
FELE,1,0,-164.69,2,219.19,0,-161.57,0,-503.15,0.0,-152.85,2.0,160.42
FELE,2,0,-13.86,0,-106.74,0,-10.6,0,-91.75,0.0,-54.25,0.0,-125.52
FEYE,1,2,20.23,2,16.15,2,1.88,0,-17.43,0.0,-59.68,0.0,-891.1
FEYE,2,0,-14.14,0,-60.76,1,61.74,1,6.38,0.0,-7.19,0.0,-88.56
FFBC,1,2,28.06,0,-114.98,2,28.06,0,-114.98,2.0,80.91,0.0,-664.74
FFBC,2,1,33.92,0,-83.77,1,33.92,0,-83.77,0.0,-66.07,0.0,-84.7
FFHL,1,0,-70.34,0,-55.33,2,491.11,0,-95.72,0.0,-100.0,2.0,376.77
FFHL,2,1,1685.23,1,148.23,0,-89.18,1,1.73,0.0,-58.92,0.0,-467.64
FFIC,1,2,150.59,2,277.89,2,150.59,2,277.89,0.0,-101.52,0.0,-169.12
FFIC,2,0,-110.65,0,-336.1,0,-110.65,0,-336.1,1.0,1324.01,1.0,197.62
FFIN,1,2,1053.98,2,175.47,2,1053.98,2,175.47,2.0,511.03,2.0,92.67
FFIN,2,0,-93.62,0,-53.06,0,-93.62,0,-53.06,0.0,-105.7,0.0,-59.01
FFIV,1,0,-74.86,0,-36.48,0,-70.61,2,28.8,2.0,32.64,0.0,-791.46
FFIV,2,1,616.35,1,30.68,1,18133.33,1,9.97,0.0,-31.07,0.0,-125.99
FFNW,1,2,942.28,0,-92.03,2,942.28,0,-92.03,0.0,-115.47,0.0,-136.54
FFNW,2,0,-176.41,0,-150.33,0,-176.41,0,-150.33,1.0,184.95,1.0,709.09
FFWM,1,0,-144.78,2,44.71,0,-144.78,2,44.71,0.0,-137.99,2.0,112.12
FFWM,2,1,253.65,0,-53.36,1,253.65,0,-53.36,1.0,91.14,0.0,-19.43
FGBI,1,2,177.21,2,314.33,2,177.21,2,314.33,0.0,-100.0,0.0,-100.0
FGBI,2,0,-45.33,1,20.21,0,-45.33,1,20.21,1.0,602.8,1.0,176.8
FGEN,1,0,-76.4,0,-194.5,2,1683.52,0,-252.73,2.0,2130.27,0.0,-64.19
FGEN,2,0,-26.91,1,563.68,0,-96.48,0,-67.27,0.0,-55.77,0.0,-51.65
FHB,1,0,-109.99,0,-566.58,0,-109.99,0,-566.58,0.0,-102.57,0.0,-417.18
FHB,2,1,359.13,1,297.03,1,359.13,1,297.03,1.0,566.66,0.0,-77.58
FIBK,1,0,-119.31,0,-125.57,0,-119.31,0,-125.57,2.0,24.97,0.0,-91.48
FIBK,2,1,1060.94,0,-36.12,1,1060.94,0,-36.12,1.0,161.97,1.0,1008.24
FISI,1,0,-147.15,0,-156.93,0,-147.15,0,-156.93,0.0,-99.16,2.0,95.33
FISI,2,0,-76.47,0,-40.69,0,-76.47,0,-40.69,1.0,1423.8,1.0,753.85
FITB,1,0,-90.23,0,-202.66,0,-90.23,0,-202.66,0.0,-100.0,0.0,-610.77
FITB,2,1,317.01,1,2464.29,1,317.01,1,2464.29,0.0,-49.66,0.0,-0.9
FIVE,1,0,-98.62,0,-12.17,0,-89.43,0,-16.36,0.0,-120.27,0.0,-61.21
FIVE,2,1,727.89,0,-26.35,1,258.42,0,-20.74,1.0,208.24,1.0,7.29
FIZZ,1,0,-141.57,0,-113.87,0,-162.29,0,-134.35,0.0,-117.72,0.0,-17.28
FIZZ,2,0,-6.74,0,-108.67,0,-33.6,0,-78.17,1.0,19.0,0.0,-115.97
FLDM,1,0,-108.4,2,1249.54,0,-77.52,2,370.45,0.0,-282.47,0.0,-32.06
FLDM,2,1,1443.31,1,108.25,1,1037.52,0,-64.97,0.0,-155.57,0.0,-83.49
FLEX,1,0,-37.1,0,-98.19,0,-23.92,0,-352.65,0.0,-28.03,0.0,-92.83
FLEX,2,1,289.72,0,-552.46,1,367.22,0,-54.31,1.0,980.11,0.0,-317.76
FLGT,1,2,335.97,2,1461.03,2,298.69,2,274.2,2.0,414.28,0.0,-22.96
FLGT,2,1,811.92,1,139.24,1,1722.88,1,464.11,1.0,173.02,0.0,-41.2
FLIC,1,0,-224.89,0,-52.67,0,-224.89,0,-52.67,0.0,-100.0,0.0,-82.49
FLIC,2,0,-18.05,0,-26.47,0,-18.05,0,-26.47,1.0,582.22,1.0,108.18
FLIR,1,2,183.42,0,-63.24,2,483.33,0,-69.06,2.0,1222.54,2.0,172.31
FLIR,2,0,-161.66,0,-36.21,0,-146.96,1,557.66,0.0,-100.65,0.0,-123.17
FLL,1,2,781.26,0,-100.47,2,457.05,0,-41.98,2.0,1654.25,0.0,-4.4
FLL,2,0,-25.07,0,-68.07,0,-153.2,0,-84.51,0.0,-70.77,0.0,-70.42
FLUX,1,2,496.4,2,76.38,2,255.84,0,-36.02,0.0,-4.06,0.0,-61.37
FLUX,2,0,-127.97,1,1722.46,0,-217.67,0,-64.59,0.0,-57.29,0.0,-93.01
FLWS,1,2,869.03,2,140.58,2,751.53,2,130.04,2.0,740.0,2.0,582.37
FLWS,2,0,-155.2,1,226.29,0,-164.29,1,340.4,0.0,-193.75,0.0,-139.84
FLXS,1,0,-95.49,0,-76.98,0,-78.87,0,-85.41,2.0,13.27,0.0,-93.55
FLXS,2,1,537.55,0,-80.52,1,281.26,0,-313.76,1.0,129.96,0.0,-990.21
FMAO,1,2,1.84,0,-72.09,2,1.84,0,-72.09,2.0,816.33,2.0,171.06
FMAO,2,1,132.98,1,240.15,1,132.98,1,240.15,0.0,-143.03,0.0,-81.34
FMBI,1,0,-108.28,0,-179.05,0,-108.28,0,-179.05,2.0,82.85,0.0,-364.44
FMBI,2,1,892.05,1,875.8,1,892.05,1,875.8,1.0,381.28,0.0,-66.16
FMNB,1,2,547.54,2,94.1,2,547.54,2,94.1,0.0,-108.53,0.0,-75.06
FMNB,2,0,-79.73,1,5.82,0,-79.73,1,5.82,1.0,355.1,1.0,425.48
FNCB,1,0,-38.84,2,20.66,0,-38.84,2,20.66,0.0,-100.0,0.0,-100.37
FNCB,2,0,-15.76,1,1440.0,0,-15.76,1,1440.0,1.0,342.84,1.0,8110.68
FNHC,1,0,-424.75,0,-787.61,0,-54.55,0,-12.61,0.0,-99.67,0.0,-199.75
FNHC,2,0,-98.45,0,-159.1,0,-273.03,1,321.24,0.0,-993.74,0.0,-87.67
FOLD,1,0,-40.73,0,-60.02,0,-42.94,0,-56.72,0.0,-41.67,0.0,-1213.58
FOLD,2,1,91.14,0,-27.78,1,169.87,0,-32.2,0.0,-357.42,0.0,-93.29
FONR,1,0,-32.93,0,-92.38,2,6.02,0,-86.0,0.0,-93.9,0.0,-63.55
FONR,2,0,-168.42,0,-1164.81,1,120.44,0,-322.64,1.0,755.75,0.0,-565.42
